id,year,home_team,home_conference,away_team,away_conference,home_points,away_points,neutral_site,start_date,season_type
400603840,2015,South Carolina,SEC,North Carolina,ACC,17,13,True,2015-09-03T22:00:00.000Z,regular
400763593,2015,UCF,American Athletic,Florida International,Conference USA,14,15,False,2015-09-03T22:00:00.000Z,regular
400787299,2015,Ball State,Mid-American,VMI,Southern,48,36,False,2015-09-03T23:00:00.000Z,regular
400756896,2015,Wake Forest,ACC,Elon,CAA,41,3,False,2015-09-03T23:00:00.000Z,regular
400763399,2015,Central Michigan,Mid-American,Oklahoma State,Big 12,13,24,False,2015-09-03T23:00:00.000Z,regular
400756895,2015,Georgia Tech,ACC,Alcorn State,SWAC,69,6,False,2015-09-03T23:30:00.000Z,regular
400764854,2015,UConn,American Athletic,Villanova,CAA,20,15,False,2015-09-03T23:30:00.000Z,regular
400603839,2015,Vanderbilt,SEC,Western Kentucky,Conference USA,12,14,False,2015-09-04T00:00:00.000Z,regular
400756883,2015,Utah,Pac-12,Michigan,Big Ten,24,17,False,2015-09-04T00:30:00.000Z,regular
400763398,2015,Minnesota,Big Ten,TCU,Big 12,17,23,False,2015-09-04T01:00:00.000Z,regular
400787302,2015,Idaho,Sun Belt,Ohio,Mid-American,28,45,False,2015-09-04T01:00:00.000Z,regular
400787110,2015,Utah State,Mountain West,Southern Utah,Big Sky,12,9,False,2015-09-04T01:00:00.000Z,regular
400756894,2015,Tulane,American Athletic,Duke,ACC,7,37,False,2015-09-04T01:30:00.000Z,regular
400756882,2015,Arizona,Pac-12,UTSA,Conference USA,42,32,False,2015-09-04T02:00:00.000Z,regular
400787108,2015,Nevada,Mountain West,UC Davis,Big Sky,31,17,False,2015-09-04T02:00:00.000Z,regular
400787109,2015,San José State,Mountain West,New Hampshire,CAA,43,13,False,2015-09-04T02:00:00.000Z,regular
400799923,2015,Fresno State,Mountain West,Abilene Christian,Southland,34,13,False,2015-09-04T02:00:00.000Z,regular
400787107,2015,Hawai'i,Mountain West,Colorado,Pac-12,28,20,False,2015-09-04T05:00:00.000Z,regular
400763587,2015,Georgia State,Sun Belt,Charlotte,Conference USA,20,23,False,2015-09-04T19:30:00.000Z,regular
400764855,2015,SMU,American Athletic,Baylor,Big 12,21,56,False,2015-09-04T23:00:00.000Z,regular
400756903,2015,Syracuse,ACC,Rhode Island,CAA,47,0,False,2015-09-04T23:00:00.000Z,regular
400763470,2015,Western Michigan,Mid-American,Michigan State,Big Ten,24,37,False,2015-09-04T23:00:00.000Z,regular
400760491,2015,Army,FBS Independents,Fordham,Patriot,35,37,False,2015-09-04T23:00:00.000Z,regular
400756887,2015,Oregon State,Pac-12,Weber State,Big Sky,26,7,False,2015-09-05T00:00:00.000Z,regular
400756888,2015,Boise State,Mountain West,Washington,Pac-12,16,13,False,2015-09-05T02:26:00.000Z,regular
400603831,2015,Georgia,SEC,UL Monroe,Sun Belt,51,14,False,2015-09-05T16:00:00.000Z,regular
400756891,2015,Northwestern,Big Ten,Stanford,Pac-12,16,6,False,2015-09-05T16:00:00.000Z,regular
400763496,2015,Rutgers,Big Ten,Norfolk State,MEAC,63,13,True,2015-09-05T16:00:00.000Z,regular
400763473,2015,Iowa,Big Ten,Illinois State,MVFC,31,14,False,2015-09-05T16:00:00.000Z,regular
400763494,2015,Maryland,Big Ten,Richmond,CAA,50,21,False,2015-09-05T16:00:00.000Z,regular
400763401,2015,Kansas,Big 12,South Dakota State,MVFC,38,41,False,2015-09-05T16:00:00.000Z,regular
400764860,2015,Navy,American Athletic,Colgate,Patriot,48,10,False,2015-09-05T16:00:00.000Z,regular
400603835,2015,Ole Miss,SEC,UT Martin,OVC,76,3,False,2015-09-05T16:00:00.000Z,regular
400756898,2015,Clemson,ACC,Wofford,Southern,49,10,False,2015-09-05T16:30:00.000Z,regular
400756897,2015,Boston College,ACC,Maine,CAA,24,3,False,2015-09-05T17:00:00.000Z,regular
400756902,2015,Pittsburgh,ACC,Youngstown State,MVFC,45,37,False,2015-09-05T17:00:00.000Z,regular
400756889,2015,Washington State,Pac-12,Portland State,Big Sky,17,24,False,2015-09-05T18:00:00.000Z,regular
400835430,2015,Illinois,Big Ten,Kent State,Mid-American,52,3,False,2015-09-05T18:00:00.000Z,regular
400603829,2015,Auburn,SEC,Louisville,ACC,31,24,True,2015-09-05T19:30:00.000Z,regular
400603828,2015,Arkansas,SEC,UTEP,Conference USA,48,13,False,2015-09-05T19:30:00.000Z,regular
400763495,2015,Nebraska,Big Ten,BYU,FBS Independents,28,33,False,2015-09-05T19:30:00.000Z,regular
400756904,2015,UCLA,Pac-12,Virginia,ACC,34,16,False,2015-09-05T19:30:00.000Z,regular
400763588,2015,Eastern Michigan,Mid-American,Old Dominion,Conference USA,34,38,False,2015-09-05T19:30:00.000Z,regular
400763592,2015,Tulsa,American Athletic,Florida Atlantic,Conference USA,47,44,False,2015-09-05T19:30:00.000Z,regular
400787412,2015,App State,Sun Belt,Howard,MEAC,49,0,False,2015-09-05T19:30:00.000Z,regular
400763497,2015,Temple,American Athletic,Penn State,Big Ten,27,10,False,2015-09-05T19:30:00.000Z,regular
400787111,2015,Air Force,Mountain West,Morgan State,MEAC,63,7,False,2015-09-05T19:30:00.000Z,regular
400787303,2015,Buffalo,Mid-American,UAlbany,CAA,51,14,False,2015-09-05T19:30:00.000Z,regular
400787304,2015,Miami (OH),Mid-American,Presbyterian,Big South,26,7,False,2015-09-05T19:30:00.000Z,regular
400763406,2015,Texas Tech,Big 12,Sam Houston,Southland,59,45,False,2015-09-05T19:30:00.000Z,regular
400787112,2015,Colorado State,Mountain West,Savannah St,MEAC,65,13,True,2015-09-05T20:00:00.000Z,regular
400763472,2015,Indiana,Big Ten,Southern Illinois,MVFC,48,47,False,2015-09-05T20:00:00.000Z,regular
400603834,2015,Missouri,SEC,Southeast Missouri State,OVC,34,3,False,2015-09-05T20:00:00.000Z,regular
400787116,2015,Wyoming,Mountain West,North Dakota,Big Sky,13,24,False,2015-09-05T20:00:00.000Z,regular
400834350,2015,Tennessee,SEC,Bowling Green,Mid-American,59,30,True,2015-09-05T20:00:00.000Z,regular
400763591,2015,Rice,Conference USA,Wagner,NEC,56,16,False,2015-09-05T20:40:00.000Z,regular
400756890,2015,California,Pac-12,Grambling,SWAC,73,14,False,2015-09-05T21:00:00.000Z,regular
400756901,2015,NC State,ACC,Troy,Sun Belt,49,21,False,2015-09-05T22:00:00.000Z,regular
400756900,2015,Miami,ACC,Bethune-Cookman,MEAC,45,0,False,2015-09-05T22:00:00.000Z,regular
400764857,2015,East Carolina,American Athletic,Towson,CAA,28,20,False,2015-09-05T22:00:00.000Z,regular
400787414,2015,South Alabama,Sun Belt,Gardner-Webb,Big South,33,23,True,2015-09-05T22:00:00.000Z,regular
400764859,2015,Memphis,American Athletic,Missouri State,MVFC,63,7,False,2015-09-05T23:00:00.000Z,regular
400763590,2015,Middle Tennessee,Conference USA,Jackson State,SWAC,70,14,False,2015-09-05T23:00:00.000Z,regular
400763589,2015,Louisiana Tech,Conference USA,Southern,SWAC,62,15,False,2015-09-05T23:00:00.000Z,regular
400764861,2015,South Florida,American Athletic,Florida A&M,MEAC,51,3,False,2015-09-05T23:00:00.000Z,regular
400603838,2015,Texas A&M,SEC,Arizona State,Pac-12,38,17,True,2015-09-05T23:00:00.000Z,regular
400603832,2015,Kentucky,SEC,Louisiana,Sun Belt,40,33,False,2015-09-05T23:00:00.000Z,regular
400763404,2015,Oklahoma,Big 12,Akron,Mid-American,41,3,False,2015-09-05T23:00:00.000Z,regular
400763402,2015,Kansas State,Big 12,South Dakota,MVFC,34,0,False,2015-09-05T23:10:00.000Z,regular
400763407,2015,West Virginia,Big 12,Georgia Southern,Sun Belt,44,0,False,2015-09-05T23:30:00.000Z,regular
400763403,2015,Notre Dame,FBS Independents,Texas,Big 12,38,3,False,2015-09-05T23:30:00.000Z,regular
400603830,2015,Florida,SEC,New Mexico State,Sun Belt,61,13,False,2015-09-05T23:30:00.000Z,regular
400787115,2015,Northern Illinois,Mid-American,UNLV,Mountain West,38,30,False,2015-09-05T23:30:00.000Z,regular
400603827,2015,Alabama,SEC,Wisconsin,Big Ten,35,17,True,2015-09-06T00:00:00.000Z,regular
400756886,2015,Oregon,Pac-12,Eastern Washington,Big Sky,61,42,False,2015-09-06T00:00:00.000Z,regular
400791346,2015,San Diego State,Mountain West,San Diego,Pioneer,37,3,True,2015-09-06T00:00:00.000Z,regular
400763400,2015,Iowa State,Big 12,Northern Iowa,MVFC,31,7,False,2015-09-06T00:00:00.000Z,regular
400764858,2015,Houston,American Athletic,Tennessee Tech,OVC,52,24,False,2015-09-06T00:00:00.000Z,regular
400787114,2015,New Mexico,Mountain West,Mississippi Valley State,SWAC,66,0,False,2015-09-06T00:05:00.000Z,regular
400764856,2015,Cincinnati,American Athletic,Alabama A&M,SWAC,52,10,False,2015-09-06T00:45:00.000Z,regular
400756899,2015,Florida State,ACC,Texas State,Sun Belt,59,16,False,2015-09-06T01:03:00.000Z,regular
400603836,2015,Southern Miss,Conference USA,Mississippi State,SEC,16,34,False,2015-09-06T02:00:00.000Z,regular
400756884,2015,USC,Pac-12,Arkansas State,Sun Belt,55,6,False,2015-09-06T03:00:00.000Z,regular
400763498,2015,Marshall,Conference USA,Purdue,Big Ten,41,31,False,2015-09-06T19:00:00.000Z,regular
400756905,2015,Virginia Tech,ACC,Ohio State,Big Ten,24,42,False,2015-09-08T00:00:00.000Z,regular
400763599,2015,Western Kentucky,Conference USA,Louisiana Tech,Conference USA,41,38,False,2015-09-11T00:00:00.000Z,regular
400756912,2015,Florida Atlantic,Conference USA,Miami,ACC,20,44,False,2015-09-12T00:00:00.000Z,regular
400787981,2015,Utah,Pac-12,Utah State,Mountain West,24,14,False,2015-09-12T01:00:00.000Z,regular
400792601,2015,Florida State,ACC,South Florida,American Athletic,34,14,False,2015-09-12T15:30:00.000Z,regular
400760492,2015,UConn,American Athletic,Army,FBS Independents,22,17,False,2015-09-12T16:00:00.000Z,regular
400763506,2015,Penn State,Big Ten,Buffalo,Mid-American,27,14,False,2015-09-12T16:00:00.000Z,regular
400756911,2015,Louisville,ACC,Houston,American Athletic,31,34,False,2015-09-12T16:00:00.000Z,regular
400763414,2015,UTSA,Conference USA,Kansas State,Big 12,3,30,False,2015-09-12T16:00:00.000Z,regular
400763508,2015,Wisconsin,Big Ten,Miami (OH),Mid-American,58,0,False,2015-09-12T16:00:00.000Z,regular
400763594,2015,Charlotte,Conference USA,Presbyterian,Big South,34,10,False,2015-09-12T16:00:00.000Z,regular
400763507,2015,Purdue,Big Ten,Indiana State,MVFC,38,14,False,2015-09-12T16:00:00.000Z,regular
400763502,2015,Maryland,Big Ten,Bowling Green,Mid-American,27,48,False,2015-09-12T16:00:00.000Z,regular
400763500,2015,Illinois,Big Ten,Western Illinois,MVFC,44,0,False,2015-09-12T16:00:00.000Z,regular
400603863,2015,Auburn,SEC,Jacksonville State,OVC,27,20,False,2015-09-12T16:00:00.000Z,regular
400757019,2015,Michigan,Big Ten,Oregon State,Pac-12,35,7,False,2015-09-12T16:00:00.000Z,regular
400756907,2015,Clemson,ACC,App State,Sun Belt,41,10,False,2015-09-12T16:30:00.000Z,regular
400756916,2015,Syracuse,ACC,Wake Forest,ACC,30,17,False,2015-09-12T16:30:00.000Z,regular
400756906,2015,Boston College,ACC,Howard,MEAC,76,0,False,2015-09-12T17:00:00.000Z,regular
400757016,2015,Colorado,Pac-12,Massachusetts,Mid-American,48,14,False,2015-09-12T18:00:00.000Z,regular
400757020,2015,Washington,Pac-12,Sacramento State,Big Sky,49,0,False,2015-09-12T18:00:00.000Z,regular
400763416,2015,West Virginia,Big 12,Liberty,Big South,41,17,False,2015-09-12T19:00:00.000Z,regular
400763415,2015,Texas Tech,Big 12,UTEP,Conference USA,69,20,False,2015-09-12T19:00:00.000Z,regular
400787306,2015,Central Michigan,Mid-American,Monmouth,Big South,31,10,False,2015-09-12T19:00:00.000Z,regular
400603866,2015,Ole Miss,SEC,Fresno State,Mountain West,73,21,False,2015-09-12T19:30:00.000Z,regular
400757021,2015,Rutgers,Big Ten,Washington State,Pac-12,34,37,False,2015-09-12T19:30:00.000Z,regular
400763412,2015,TCU,Big 12,Stephen F. Austin,Southland,70,7,False,2015-09-12T19:30:00.000Z,regular
400763499,2015,Colorado State,Mountain West,Minnesota,Big Ten,20,23,False,2015-09-12T19:30:00.000Z,regular
400763598,2015,Southern Miss,Conference USA,Austin Peay,OVC,52,6,False,2015-09-12T19:30:00.000Z,regular
400756918,2015,Virginia Tech,ACC,Furman,Southern,42,3,False,2015-09-12T19:30:00.000Z,regular
400763505,2015,Ohio State,Big Ten,Hawai'i,Mountain West,38,0,False,2015-09-12T19:30:00.000Z,regular
400787307,2015,Northern Illinois,Mid-American,Murray State,OVC,57,26,False,2015-09-12T19:30:00.000Z,regular
400603870,2015,Vanderbilt,SEC,Georgia,SEC,14,31,False,2015-09-12T19:30:00.000Z,regular
400756910,2015,Georgia Tech,ACC,Tulane,American Athletic,65,10,False,2015-09-12T19:30:00.000Z,regular
400756917,2015,Virginia,ACC,Notre Dame,FBS Independents,27,34,False,2015-09-12T19:30:00.000Z,regular
400603860,2015,Alabama,SEC,Middle Tennessee,Conference USA,37,10,False,2015-09-12T20:00:00.000Z,regular
400763504,2015,Northwestern,Big Ten,Eastern Illinois,OVC,41,0,False,2015-09-12T20:00:00.000Z,regular
400603861,2015,Arkansas,SEC,Toledo,Mid-American,12,16,False,2015-09-12T20:00:00.000Z,regular
400787119,2015,Wyoming,Mountain West,Eastern Michigan,Mid-American,29,48,False,2015-09-12T20:00:00.000Z,regular
400763409,2015,Iowa State,Big 12,Iowa,Big Ten,17,31,False,2015-09-12T20:45:00.000Z,regular
400757022,2015,California,Pac-12,San Diego State,Mountain West,35,7,False,2015-09-12T21:00:00.000Z,regular
400756914,2015,NC State,ACC,Eastern Kentucky,OVC,35,0,False,2015-09-12T22:00:00.000Z,regular
400756908,2015,Duke,ACC,North Carolina Central,MEAC,55,0,False,2015-09-12T22:00:00.000Z,regular
400756913,2015,North Carolina,ACC,North Carolina A&T,MEAC,53,14,False,2015-09-12T22:00:00.000Z,regular
400787305,2015,Kent State,Mid-American,Delaware State,MEAC,45,13,False,2015-09-12T22:00:00.000Z,regular
400756915,2015,Akron,Mid-American,Pittsburgh,ACC,7,24,False,2015-09-12T22:00:00.000Z,regular
400603868,2015,Tennessee,SEC,Oklahoma,Big 12,24,31,False,2015-09-12T22:00:00.000Z,regular
400787308,2015,Georgia Southern,Sun Belt,Western Michigan,Mid-American,43,17,False,2015-09-12T22:00:00.000Z,regular
400603869,2015,Texas A&M,SEC,Ball State,Mid-American,56,23,False,2015-09-12T23:00:00.000Z,regular
400787416,2015,Louisiana,Sun Belt,Northwestern State,Southland,44,17,False,2015-09-12T23:00:00.000Z,regular
400787418,2015,Texas State,Sun Belt,Prairie View A&M,SWAC,63,24,False,2015-09-12T23:00:00.000Z,regular
400787417,2015,UL Monroe,Sun Belt,Nicholls,Southland,47,0,False,2015-09-12T23:00:00.000Z,regular
400763595,2015,Ohio,Mid-American,Marshall,Conference USA,21,10,False,2015-09-12T23:00:00.000Z,regular
400603864,2015,Florida,SEC,East Carolina,American Athletic,31,24,False,2015-09-12T23:00:00.000Z,regular
400787419,2015,Troy,Sun Belt,Charleston Southern,Big South,44,16,False,2015-09-12T23:00:00.000Z,regular
400756892,2015,Nevada,Mountain West,Arizona,Pac-12,20,44,False,2015-09-12T23:00:00.000Z,regular
400603862,2015,Arkansas State,Sun Belt,Missouri,SEC,20,27,False,2015-09-12T23:00:00.000Z,regular
400763410,2015,Kansas,Big 12,Memphis,American Athletic,23,55,False,2015-09-12T23:00:00.000Z,regular
400763597,2015,SMU,American Athletic,North Texas,Conference USA,31,13,False,2015-09-12T23:00:00.000Z,regular
400763596,2015,Old Dominion,Conference USA,Norfolk State,MEAC,24,10,False,2015-09-12T23:15:00.000Z,regular
400763408,2015,Baylor,Big 12,Lamar,Southland,66,31,False,2015-09-12T23:30:00.000Z,regular
400763411,2015,Oklahoma State,Big 12,Central Arkansas,Southland,32,8,False,2015-09-12T23:30:00.000Z,regular
400603867,2015,South Carolina,SEC,Kentucky,SEC,22,26,False,2015-09-12T23:30:00.000Z,regular
400763501,2015,Indiana,Big Ten,Florida International,Conference USA,36,22,False,2015-09-13T00:00:00.000Z,regular
400764863,2015,New Mexico,Mountain West,Tulsa,American Athletic,21,40,False,2015-09-13T00:00:00.000Z,regular
400787415,2015,New Mexico State,Sun Belt,Georgia State,Sun Belt,32,34,False,2015-09-13T00:00:00.000Z,regular
400763503,2015,Nebraska,Big Ten,South Alabama,Sun Belt,48,9,False,2015-09-13T00:00:00.000Z,regular
400763413,2015,Texas,Big 12,Rice,Conference USA,42,28,False,2015-09-13T00:00:00.000Z,regular
400764862,2015,Cincinnati,American Athletic,Temple,American Athletic,26,34,False,2015-09-13T00:00:00.000Z,regular
400757018,2015,Michigan State,Big Ten,Oregon,Pac-12,31,28,False,2015-09-13T00:00:00.000Z,regular
400757014,2015,USC,Pac-12,Idaho,Sun Belt,59,9,False,2015-09-13T00:00:00.000Z,regular
400603865,2015,Mississippi State,SEC,LSU,SEC,19,21,False,2015-09-13T01:15:00.000Z,regular
400787118,2015,BYU,FBS Independents,Boise State,Mountain West,35,24,False,2015-09-13T02:15:00.000Z,regular
400787117,2015,Air Force,Mountain West,San José State,Mountain West,37,16,False,2015-09-13T02:15:00.000Z,regular
400757023,2015,Stanford,Pac-12,UCF,American Athletic,31,7,False,2015-09-13T02:30:00.000Z,regular
400757015,2015,UNLV,Mountain West,UCLA,Pac-12,3,37,False,2015-09-13T02:30:00.000Z,regular
400756893,2015,Arizona State,Pac-12,Cal Poly,Big Sky,35,21,False,2015-09-13T03:00:00.000Z,regular
400756919,2015,Louisville,ACC,Clemson,ACC,17,20,False,2015-09-17T23:30:00.000Z,regular
400756920,2015,Boston College,ACC,Florida State,ACC,0,14,False,2015-09-19T00:00:00.000Z,regular
400787120,2015,Boise State,Mountain West,Idaho State,Big Sky,52,0,False,2015-09-19T01:00:00.000Z,regular
400787241,2015,Arizona State,Pac-12,New Mexico,Mountain West,34,10,False,2015-09-19T02:00:00.000Z,regular
400603856,2015,Missouri,SEC,UConn,American Athletic,9,6,False,2015-09-19T16:00:00.000Z,regular
400763600,2015,Florida Atlantic,Conference USA,Buffalo,Mid-American,15,33,False,2015-09-19T16:00:00.000Z,regular
400763511,2015,Michigan,Big Ten,UNLV,Mountain West,28,7,False,2015-09-19T16:00:00.000Z,regular
400763418,2015,Oklahoma,Big 12,Tulsa,American Athletic,52,38,False,2015-09-19T16:00:00.000Z,regular
400756930,2015,Army,FBS Independents,Wake Forest,ACC,14,17,False,2015-09-19T16:00:00.000Z,regular
400756924,2015,North Carolina,ACC,Illinois,Big Ten,48,14,False,2015-09-19T16:00:00.000Z,regular
400787310,2015,Akron,Mid-American,Savannah St,MEAC,52,9,False,2015-09-19T16:00:00.000Z,regular
400763510,2015,Maryland,Big Ten,South Florida,American Athletic,35,17,False,2015-09-19T16:00:00.000Z,regular
400763512,2015,Michigan State,Big Ten,Air Force,Mountain West,35,21,False,2015-09-19T16:00:00.000Z,regular
400603858,2015,Texas A&M,SEC,Nevada,Mountain West,44,27,False,2015-09-19T16:00:00.000Z,regular
400763513,2015,Minnesota,Big Ten,Kent State,Mid-American,10,7,False,2015-09-19T16:00:00.000Z,regular
400756927,2015,Syracuse,ACC,Central Michigan,Mid-American,30,27,False,2015-09-19T16:30:00.000Z,regular
400756921,2015,Duke,ACC,Northwestern,Big Ten,10,19,False,2015-09-19T16:30:00.000Z,regular
400787309,2015,Ohio,Mid-American,SE Louisiana,Southland,35,14,False,2015-09-19T18:00:00.000Z,regular
400757030,2015,Oregon,Pac-12,Georgia State,Sun Belt,61,28,False,2015-09-19T18:00:00.000Z,regular
400763605,2015,North Texas,Conference USA,Rice,Conference USA,24,38,False,2015-09-19T18:30:00.000Z,regular
400763417,2015,Kansas State,Big 12,Louisiana Tech,Conference USA,39,33,False,2015-09-19T19:00:00.000Z,regular
400764864,2015,Bowling Green,Mid-American,Memphis,American Athletic,41,44,False,2015-09-19T19:00:00.000Z,regular
400787311,2015,Eastern Michigan,Mid-American,Ball State,Mid-American,17,28,False,2015-09-19T19:00:00.000Z,regular
400764869,2015,Massachusetts,Mid-American,Temple,American Athletic,23,25,False,2015-09-19T19:00:00.000Z,regular
400763419,2015,Oklahoma State,Big 12,UTSA,Conference USA,69,14,False,2015-09-19T19:30:00.000Z,regular
400756928,2015,Virginia,ACC,William & Mary,CAA,35,29,False,2015-09-19T19:30:00.000Z,regular
400763602,2015,Marshall,Conference USA,Norfolk State,MEAC,45,7,False,2015-09-19T19:30:00.000Z,regular
400756922,2015,Notre Dame,FBS Independents,Georgia Tech,ACC,30,22,False,2015-09-19T19:30:00.000Z,regular
400603854,2015,LSU,SEC,Auburn,SEC,45,21,False,2015-09-19T19:30:00.000Z,regular
400764866,2015,Navy,American Athletic,East Carolina,American Athletic,45,21,False,2015-09-19T19:30:00.000Z,regular
400763516,2015,Wisconsin,Big Ten,Troy,Sun Belt,28,3,False,2015-09-19T19:30:00.000Z,regular
400756923,2015,Miami,ACC,Nebraska,Big Ten,36,33,False,2015-09-19T19:30:00.000Z,regular
400763514,2015,Ohio State,Big Ten,Northern Illinois,Mid-American,20,13,False,2015-09-19T19:30:00.000Z,regular
400764865,2015,Miami (OH),Mid-American,Cincinnati,American Athletic,33,37,False,2015-09-19T19:30:00.000Z,regular
400756929,2015,Purdue,Big Ten,Virginia Tech,ACC,24,51,False,2015-09-19T19:30:00.000Z,regular
400763509,2015,Indiana,Big Ten,Western Kentucky,Conference USA,38,35,False,2015-09-19T20:00:00.000Z,regular
400603859,2015,Vanderbilt,SEC,Austin Peay,OVC,47,7,False,2015-09-19T20:00:00.000Z,regular
400603855,2015,Mississippi State,SEC,Northwestern State,Southland,62,13,False,2015-09-19T20:00:00.000Z,regular
400787442,2015,Idaho,Sun Belt,Wofford,Southern,41,38,False,2015-09-19T21:00:00.000Z,regular
400757032,2015,Washington,Pac-12,Utah State,Mountain West,31,17,False,2015-09-19T21:00:00.000Z,regular
400787441,2015,Georgia Southern,Sun Belt,The Citadel,Southern,48,13,False,2015-09-19T22:00:00.000Z,regular
400603852,2015,Georgia,SEC,South Carolina,SEC,52,20,False,2015-09-19T22:00:00.000Z,regular
400764868,2015,UCF,American Athletic,Furman,Southern,15,16,False,2015-09-19T22:00:00.000Z,regular
400763601,2015,Florida International,Conference USA,North Carolina Central,MEAC,39,14,False,2015-09-19T22:00:00.000Z,regular
400603851,2015,Arkansas,SEC,Texas Tech,Big 12,24,35,False,2015-09-19T23:00:00.000Z,regular
400756925,2015,Old Dominion,Conference USA,NC State,ACC,14,38,False,2015-09-19T23:00:00.000Z,regular
400787312,2015,Western Michigan,Mid-American,Murray State,OVC,52,20,False,2015-09-19T23:00:00.000Z,regular
400763603,2015,Middle Tennessee,Conference USA,Charlotte,Conference USA,73,14,False,2015-09-19T23:00:00.000Z,regular
400763606,2015,Texas State,Sun Belt,Southern Miss,Conference USA,50,56,False,2015-09-19T23:00:00.000Z,regular
400757028,2015,Colorado State,Mountain West,Colorado,Pac-12,24,27,True,2015-09-19T23:00:00.000Z,regular
400603857,2015,Tennessee,SEC,Western Carolina,Southern,55,10,False,2015-09-19T23:00:00.000Z,regular
400787420,2015,Arkansas State,Sun Belt,Missouri State,MVFC,70,7,False,2015-09-19T23:00:00.000Z,regular
400757034,2015,Texas,Big 12,California,Pac-12,44,45,False,2015-09-19T23:30:00.000Z,regular
400603853,2015,Kentucky,SEC,Florida,SEC,9,14,False,2015-09-19T23:30:00.000Z,regular
400756926,2015,Iowa,Big Ten,Pittsburgh,ACC,27,24,False,2015-09-20T00:00:00.000Z,regular
400764867,2015,Tulane,American Athletic,Maine,CAA,38,7,False,2015-09-20T00:00:00.000Z,regular
400757026,2015,USC,Pac-12,Stanford,Pac-12,31,41,False,2015-09-20T00:00:00.000Z,regular
400787243,2015,San Diego State,Mountain West,South Alabama,Sun Belt,27,34,False,2015-09-20T00:00:00.000Z,regular
400757031,2015,Oregon State,Pac-12,San José State,Mountain West,35,21,False,2015-09-20T00:00:00.000Z,regular
400763421,2015,Toledo,Mid-American,Iowa State,Big 12,30,23,False,2015-09-20T00:00:00.000Z,regular
400763515,2015,Penn State,Big Ten,Rutgers,Big Ten,28,3,False,2015-09-20T00:00:00.000Z,regular
400763604,2015,New Mexico State,Sun Belt,UTEP,Conference USA,47,50,False,2015-09-20T00:00:00.000Z,regular
400763420,2015,TCU,Big 12,SMU,American Athletic,56,37,False,2015-09-20T00:00:00.000Z,regular
400757033,2015,Washington State,Pac-12,Wyoming,Mountain West,31,14,False,2015-09-20T00:30:00.000Z,regular
400603850,2015,Alabama,SEC,Ole Miss,SEC,37,43,False,2015-09-20T01:15:00.000Z,regular
400757027,2015,UCLA,Pac-12,BYU,FBS Independents,24,23,False,2015-09-20T02:30:00.000Z,regular
400757029,2015,Fresno State,Mountain West,Utah,Pac-12,24,45,False,2015-09-20T02:30:00.000Z,regular
400757024,2015,Arizona,Pac-12,Northern Arizona,Big Sky,77,13,False,2015-09-20T03:00:00.000Z,regular
400787242,2015,Hawai'i,Mountain West,UC Davis,Big Sky,47,27,True,2015-09-20T03:59:00.000Z,regular
400764870,2015,Memphis,American Athletic,Cincinnati,American Athletic,53,46,False,2015-09-24T23:30:00.000Z,regular
400756931,2015,Virginia,ACC,Boise State,Mountain West,14,56,False,2015-09-26T00:00:00.000Z,regular
400757035,2015,Oregon State,Pac-12,Stanford,Pac-12,24,42,False,2015-09-26T02:00:00.000Z,regular
400603848,2015,South Carolina,SEC,UCF,American Athletic,31,14,False,2015-09-26T16:00:00.000Z,regular
400756933,2015,Duke,ACC,Georgia Tech,ACC,34,20,False,2015-09-26T16:00:00.000Z,regular
400763520,2015,Michigan State,Big Ten,Central Michigan,Mid-American,30,10,False,2015-09-26T16:00:00.000Z,regular
400763522,2015,Nebraska,Big Ten,Southern Miss,Conference USA,36,28,False,2015-09-26T16:00:00.000Z,regular
400763423,2015,Rutgers,Big Ten,Kansas,Big 12,27,14,False,2015-09-26T16:00:00.000Z,regular
400763519,2015,Michigan,Big Ten,BYU,FBS Independents,31,0,False,2015-09-26T16:00:00.000Z,regular
400763526,2015,Purdue,Big Ten,Bowling Green,Mid-American,28,35,False,2015-09-26T16:00:00.000Z,regular
400764871,2015,UConn,American Athletic,Navy,American Athletic,18,28,False,2015-09-26T16:00:00.000Z,regular
400603845,2015,Georgia,SEC,Southern,SWAC,48,6,False,2015-09-26T16:00:00.000Z,regular
400603849,2015,Syracuse,ACC,LSU,SEC,24,34,False,2015-09-26T16:00:00.000Z,regular
400756935,2015,North Carolina,ACC,Delaware,CAA,41,14,False,2015-09-26T16:30:00.000Z,regular
400756938,2015,Wake Forest,ACC,Indiana,Big Ten,24,31,False,2015-09-26T16:30:00.000Z,regular
400756932,2015,Boston College,ACC,Northern Illinois,Mid-American,17,14,False,2015-09-26T17:00:00.000Z,regular
400757038,2015,Colorado,Pac-12,Nicholls,Southland,48,0,False,2015-09-26T17:30:00.000Z,regular
400763609,2015,Louisiana Tech,Conference USA,Florida International,Conference USA,27,17,False,2015-09-26T18:30:00.000Z,regular
400787246,2015,Wyoming,Mountain West,New Mexico,Mountain West,28,38,False,2015-09-26T19:00:00.000Z,regular
400763422,2015,Baylor,Big 12,Rice,Conference USA,70,17,False,2015-09-26T19:00:00.000Z,regular
400763426,2015,West Virginia,Big 12,Maryland,Big Ten,45,6,False,2015-09-26T19:00:00.000Z,regular
