id,firstName,lastName,team,weight,height,jersey,year,position,homeCity,homeState,homeCountry,homeLatitude,homeLongitude,homeCountyFIPS,recruitIds,recruitId,stars,rating
-1017382,Jerry,Martin,Louisiana,175.0,70.0,31.0,2015,WR,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,,,,
-1017380,Sherard,Johnson,Louisiana,374.0,80.0,97.0,2015,DL,Lake Forest,FL,USA,25.9775917,-80.1831023,12011.0,,,,
-1017379,Jesse,Freeman,Louisiana,311.0,76.0,65.0,2015,OL,Leesburg,GA,USA,31.7324556,-84.1711966,13177.0,['143960'],143960.0,2.0,0.7867
-1017378,Kevin,Fouquier,Louisiana,235.0,76.0,44.0,2015,LB,Lafayette,LA,USA,30.2240897,-92.0198427,22055.0,['151241'],151241.0,2.0,0.7683
-1017377,Ross,Duhon,Louisiana,210.0,74.0,34.0,2015,LB,Abbeville,LA,USA,29.9746502,-92.1342921,1067.0,,,,
-1017375,Shelby,Christy,Louisiana,210.0,75.0,80.0,2015,WR,Geismar,LA,USA,30.2043633,-91.0226013,22005.0,,,,
-1017374,Jacoby,Briscoe,Louisiana,325.0,75.0,90.0,2015,DT,Carencro,LA,USA,30.317144,-92.0490096,22055.0,,,,
-1017373,Jacob,Beasley,Louisiana,245.0,76.0,84.0,2015,TE,Lafayette,LA,USA,30.2240897,-92.0198427,22055.0,,,,
-1017372,Matthew,Barnes,Louisiana,233.0,75.0,,2015,TE,Groesbeck,TX,USA,31.5243379,-96.5338693,48293.0,['147775'],147775.0,2.0,0.7833
-1017371,Rodney,Baker,Louisiana,250.0,74.0,54.0,2015,DL,Houston,TX,USA,29.7589382,-95.3676974,48201.0,,,,
-1017370,Octravian,Anderson,Louisiana,295.0,76.0,68.0,2015,OL,Shreveport,LA,USA,32.5221828,-93.7651944,22017.0,['154474'],154474.0,2.0,0.7333
-1017369,Tyren,Alexander,Louisiana,210.0,72.0,29.0,2015,LB,Breaux Bridge,LA,USA,30.2735323,-91.8992837,22099.0,['151163'],151163.0,2.0,0.7733
-1017366,Edward,Thompson,Louisiana,170.0,69.0,39.0,2015,DB,Missouri City,TX,USA,29.6185669,-95.5377215,48157.0,,,,
-1017365,Stephen,Morella,Louisiana,237.0,71.0,49.0,2015,?,Lafayette,LA,USA,30.2240897,-92.0198427,22055.0,,,,
-1017363,Sterling,Miller,Louisiana,208.0,72.0,34.0,2015,?,Lafayette,LA,USA,30.2240897,-92.0198427,22055.0,,,,
-1017361,Gunner,Hudspeth,Louisiana,185.0,74.0,2.0,2015,QB,Grenada,MS,USA,33.7690049,-89.8084192,28043.0,,,,
-1017359,Eddie,Gordon,Louisiana,311.0,73.0,79.0,2015,OL,Boiling Springs,SC,USA,35.04136,-81.97882024148419,45083.0,,,,
-1017357,Kaleb,Fredericks,Louisiana,215.0,74.0,43.0,2015,LB,Gulfport,MS,USA,30.3674198,-89.0928155,28047.0,,,,
-1017354,Allen,Cummins,Louisiana,277.0,72.0,78.0,2015,OL,Hattiesburg,MS,USA,31.3271189,-89.2903392,28035.0,,,,
-1017353,Cole,Bourque,Louisiana,176.0,70.0,24.0,2015,DB,Erath,LA,USA,29.9582611,-92.0359562,22113.0,,,,
-1017343,Andarious,Jones,Louisiana,270.0,74.0,94.0,2015,DT,Fort Smith,AR,USA,35.3872218,-94.4248983,5131.0,,,,
-1017342,Darryl,Johnson,Louisiana,335.0,75.0,93.0,2015,DT,Morgan City,LA,USA,29.6993748,-91.20677,22101.0,,,,
-1017339,Grant,Horst,Louisiana,302.0,77.0,72.0,2015,OL,Spanish Fort,AL,USA,30.6749127,-87.9152724,1003.0,['147966'],147966.0,2.0,0.7759
-1017337,Leon,Duncan,Louisiana,163.0,67.0,35.0,2015,WR,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,,,,
-1017318,Caden,Cunningham,Louisiana,266.0,72.0,69.0,2015,OL,Lafayette,LA,USA,30.2240897,-92.0198427,22055.0,,,,
-1017042,Domonique,Williams,Louisiana Tech,238.0,73.0,64.0,2015,DE,Gonzales,LA,USA,30.2385294,-90.9200987,48177.0,['140545'],140545.0,2.0,0.7906
-1017041,Drake,Vincent,Louisiana Tech,215.0,71.0,57.0,2015,LB,Opelousas,LA,USA,30.5335302,-92.081509,22097.0,,,,
-1017040,Seth,Shah,Louisiana Tech,210.0,71.0,86.0,2015,WR,Baton Rouge,LA,USA,30.4459596,-91.18738,22033.0,,,,
-1017039,Josh,Robinson,Louisiana Tech,312.0,74.0,68.0,2015,OL,Lancaster,TX,USA,32.5920798,-96.7561083,48113.0,['154525'],154525.0,2.0,0.7333
-1017038,Tyler,Porter,Louisiana Tech,354.0,71.0,96.0,2015,DT,Lafayette,LA,USA,30.2240897,-92.0198427,22055.0,['154554'],154554.0,2.0,0.7333
-1017037,David,Perez,Louisiana Tech,245.0,72.0,99.0,2015,DE,Miami,FL,USA,25.7742658,-80.1936589,12086.0,,,,
-1017036,Thaddaeus,Medford,Louisiana Tech,195.0,70.0,26.0,2015,WR,Newbern,TN,USA,36.1128479,-89.2617368,47045.0,,,,
-1017035,Kameron,McKnight,Louisiana Tech,225.0,74.0,80.0,2015,WR,Ethel,LA,USA,30.7912935,-91.1306623,28007.0,,,,
-1017034,Carrington,McCallister,Louisiana Tech,212.0,71.0,36.0,2015,LB,Bedford,TX,USA,32.844017,-97.1430671,48439.0,,,,
-1017033,Cam,Manning,Louisiana Tech,299.0,74.0,79.0,2015,OL,Southlake,TX,USA,32.9412363,-97.1341783,48439.0,['147322'],147322.0,3.0,0.8033
-1017032,Stefan,Kahn,Louisiana Tech,220.0,74.0,15.0,2015,QB,Houston,TX,USA,29.7589382,-95.3676974,48201.0,,,,
-1017031,Jarrell,Jackson,Louisiana Tech,175.0,72.0,36.0,2015,DB,Haynesville,LA,USA,32.9620847,-93.1401647,22027.0,['140207'],140207.0,3.0,0.8059
-1017030,Bobby,Holley,Louisiana Tech,224.0,73.0,41.0,2015,RB,Farmerville,LA,USA,32.7734728,-92.4056986,22111.0,,,,
-1017029,Hakim,Gray,Louisiana Tech,303.0,75.0,59.0,2015,DT,Keachi,LA,USA,32.167152,-93.91605241143276,22031.0,['146727'],146727.0,3.0,0.8347
-1017028,Kevin,Gary,Louisiana Tech,183.0,73.0,83.0,2015,WR,Snellville,GA,USA,33.857328,-84.0199108,13135.0,['187255'],187255.0,,
-1017027,Derek,"Edinburgh, Jr.",Louisiana Tech,325.0,80.0,72.0,2015,OT,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,,,,
-1017026,Dolan,Dunigan,Louisiana Tech,225.0,76.0,89.0,2015,DE,Winnipeg,MB,Canada,,,,,,,
-1017025,Vontarrius,Dora,Louisiana Tech,262.0,76.0,8.0,2015,DE,West Point,MS,USA,33.6076186,-88.6503255,28025.0,['154530'],154530.0,2.0,0.7333
-1017024,Jens,Danielsen,Louisiana Tech,290.0,76.0,77.0,2015,OL,Wichita,KS,USA,37.6922361,-97.3375448,20173.0,,,,
-1017023,Stephan,Crawford,Louisiana Tech,326.0,73.0,65.0,2015,OL,Baton Rouge,LA,USA,30.4459596,-91.18738,22033.0,,,,
-1017022,C.J.,Cleveland,Louisiana Tech,215.0,73.0,29.0,2015,LB,Shreveport,LA,USA,32.5221828,-93.7651944,22017.0,,,,
-1017021,Kollin,Caldwell-Watkins,Louisiana Tech,195.0,68.0,42.0,2015,DB,Shreveport,LA,USA,32.5221828,-93.7651944,22017.0,,,,
-1017020,Vernon,Butler,Louisiana Tech,316.0,75.0,9.0,2015,DT,Summit,MS,USA,31.2837867,-90.4684315,28113.0,['150893'],150893.0,2.0,0.7926
-1017019,Kamal,Brown,Louisiana Tech,190.0,75.0,11.0,2015,QB,Lafayette,LA,USA,30.2240897,-92.0198427,22055.0,,,,
-1017018,Chris,Aye,Louisiana Tech,277.0,76.0,78.0,2015,OL,Houston,TX,USA,29.7589382,-95.3676974,48201.0,['148803'],148803.0,2.0,0.7333
-1017017,Darchi,Anderson,Louisiana Tech,243.0,73.0,47.0,2015,DE,Shreveport,LA,USA,32.5221828,-93.7651944,22017.0,,,,
-1017016,Dante,Williams,Louisiana Tech,222.0,73.0,51.0,2015,LB,Bossier City,LA,USA,32.5369356,-93.6952689,22015.0,['140822'],140822.0,2.0,0.7793
-1017011,J'mar,Smith,Louisiana Tech,222.0,73.0,8.0,2015,QB,Meridian,MS,USA,32.3643098,-88.703656,28075.0,,,,
-1017007,Kirkland,McCulloch,Louisiana Tech,190.0,72.0,48.0,2015,CB,Shreveport,LA,USA,32.5221828,-93.7651944,22017.0,,,,
-1017006,Deontae,McCrady,Louisiana Tech,297.0,75.0,63.0,2015,OL,Arlington,TX,USA,32.701939,-97.105623790337,48439.0,,,,
-1017004,David,Mahaffey,Louisiana Tech,291.0,76.0,55.0,2015,OL,Brandon,MS,USA,32.2731475,-89.9868058,28121.0,,,,
-1017003,Clayton,Landry,Louisiana Tech,278.0,77.0,76.0,2015,OL,Denham Springs,LA,USA,30.4868564,-90.9562125,22063.0,,,,
-1017000,Jonathan,Hughes,Louisiana Tech,192.0,70.0,82.0,2015,WR,Lake Charles,LA,USA,30.2265949,-93.2173759,22019.0,,,,
-1016997,Tony,Griffin,Louisiana Tech,185.0,71.0,27.0,2015,DB,Shreveport,LA,USA,32.5221828,-93.7651944,22017.0,,,,
-1016993,Gavin,Englade,Louisiana Tech,170.0,69.0,31.0,2015,WR,Lutcher,LA,USA,30.0404796,-90.6989797,22093.0,,,,
-1016990,Joseph,Brunson,Louisiana Tech,314.0,76.0,62.0,2015,OL,Ruston,LA,USA,32.5232053,-92.637927,22061.0,,,,
-1016989,Darrell,Brown,Louisiana Tech,305.0,76.0,75.0,2015,OL,Abilene,TX,USA,32.44645,-99.7475905,48441.0,['151897'],151897.0,2.0,0.7333
-1016988,Brandon,Brinson,Louisiana Tech,242.0,75.0,97.0,2015,DE,Houma,LA,USA,29.5957696,-90.7195348,22109.0,['140837'],140837.0,2.0,0.7789
-1016974,Quanta,Moore,Louisiana Tech,243.0,73.0,43.0,2015,RB,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,['144386'],144386.0,2.0,0.7693
-1016966,Will,Parker,Louisiana Tech,200.0,75.0,18.0,2015,P,Denison,TX,USA,33.7556593,-96.536658,48181.0,,,,
-1016965,DeVante,Lovett,Louisiana Tech,290.0,78.0,57.0,2015,OL,Strong,AR,USA,33.1103602,-92.3565792,5139.0,['140379'],140379.0,3.0,0.7985
-1016962,O'Shea,Dugas,Louisiana Tech,330.0,77.0,74.0,2015,OL,Lafayette,LA,USA,30.2240897,-92.0198427,22055.0,,,,
-1016560,Lionel,Williams,LSU,201.0,72.0,14.0,2015,S,Chesterfield,VA,USA,37.3770935,-77.5058196,51041.0,,,,
-1016559,Tony,Upchurch,LSU,241.0,73.0,32.0,2015,FB,Pearland,TX,USA,29.5639758,-95.2864299,48039.0,['142152'],142152.0,4.0,0.8931
-1016558,Cody,Townsend,LSU,288.0,73.0,57.0,2015,OL,Marrero,LA,USA,29.8993723,-90.1003506,22051.0,,,,
-1016557,Quentin,Thomas,LSU,313.0,76.0,95.0,2015,DT,Breaux Bridge,LA,USA,30.2735323,-91.8992837,22099.0,,,,
-1016556,Josh,Tharp,LSU,246.0,76.0,45.0,2015,TE,Erin,TN,USA,36.3185829,-87.693898,47083.0,,,,
-1016555,Sione,Teuhema,LSU,251.0,76.0,58.0,2015,DE,Keller,TX,USA,32.9299655,-97.2271249,48439.0,['142186'],142186.0,3.0,0.8878
-1016554,Kevin,Spears,LSU,207.0,74.0,87.0,2015,WR,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,['146042'],146042.0,3.0,0.8761
-1016553,Rob,Snyder,LSU,211.0,71.0,90.0,2015,TE,Cleveland,OH,USA,41.5051613,-81.6934446,39035.0,,,,
-1016552,Hanner,Shipley,LSU,298.0,77.0,84.0,2015,TE,Meadowlakes,TX,USA,30.5624118,-98.2964118,48053.0,['139507'],139507.0,3.0,0.8392
-1016551,Bennett,Schiro,LSU,214.0,71.0,31.0,2015,FB,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,,,,
-1016550,Christian,Pittman,LSU,206.0,71.0,50.0,2015,LB,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,,,,
-1016548,Grant,Leger,LSU,225.0,74.0,53.0,2015,LB,Metairie,LA,USA,30.001852,-90.1767149159888,22051.0,,,,
-1016547,Tommy,LeBeau,LSU,191.0,72.0,43.0,2015,S,Monroe,LA,USA,32.5093109,-92.1193012,22073.0,,,,
-1016546,Mickey,Johnson,LSU,329.0,73.0,96.0,2015,DT,Covington,LA,USA,30.4754702,-90.1009108,21117.0,['152275'],152275.0,4.0,0.9286
-1016545,Eman,Haynes,LSU,216.0,74.0,54.0,2015,DE,Covington,LA,USA,30.4754702,-90.1009108,21117.0,,,,
-1016544,Deven,Hammond,LSU,181.0,69.0,21.0,2015,DB,Port Allen,LA,USA,30.4521351,-91.2101081,22121.0,['141445'],141445.0,2.0,0.76
-1016543,Reid,Ferguson,LSU,244.0,74.0,50.0,2015,LS,Buford,GA,USA,34.1206564,-84.0043513,13135.0,['150898'],150898.0,2.0,0.7922
-1016542,Ronnie,Feist,LSU,234.0,73.0,22.0,2015,FB,Edgard,LA,USA,30.0432578,-90.5600869,22095.0,['149290'],149290.0,4.0,0.91
-1016541,Jevonte,Domond,LSU,298.0,77.0,67.0,2015,OT,Glendale,AZ,USA,33.5386858,-112.1859941,4013.0,['186341'],186341.0,,
-1016540,Roshon,Cody,LSU,249.0,70.0,55.0,2015,OL,Baton Rouge,LA,USA,30.4459596,-91.18738,22033.0,,,,
-1016539,Jake,Clise,LSU,209.0,74.0,13.0,2015,QB,Baltimore,MD,USA,39.2908816,-76.610759,24510.0,,,,
-1016538,William,Clapp,LSU,303.0,77.0,64.0,2015,G,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,['142073'],142073.0,4.0,0.9085
-1016537,Alex,Cheramie,LSU,280.0,72.0,61.0,2015,OL,Cypress,TX,USA,29.9691116,-95.6971686,48201.0,,,,
-1016536,George,Brown Jr.,LSU,283.0,79.0,70.0,2015,OT,Cincinnati,OH,USA,39.1014537,-84.5124602,39061.0,['138790'],138790.0,3.0,0.8751
-1016535,Lenny,Breda,LSU,181.0,69.0,39.0,2015,WR,Lake Charles,LA,USA,30.2265949,-93.2173759,22019.0,,,,
-1016534,Brandon,Bergeron,LSU,200.0,74.0,11.0,2015,QB,Lafayette,LA,USA,30.2240897,-92.0198427,22055.0,['186548'],186548.0,,
-1016533,Vadal,Alexander,LSU,329.0,78.0,74.0,2015,OT,Buford,GA,USA,34.1206564,-84.0043513,13135.0,['149198'],149198.0,4.0,0.9324
-1016530,Isaiah,Washington,LSU,236.0,76.0,94.0,2015,DE,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,['138804'],138804.0,3.0,0.8739
-1016529,Maea,Teuhema,LSU,315.0,77.0,75.0,2015,G,Keller,TX,USA,32.9299655,-97.2271249,48439.0,['138351'],138351.0,5.0,0.9839
-1016528,Brandon,Surtain,LSU,180.0,68.0,27.0,2015,DB,Baton Rouge,LA,USA,30.4459596,-91.18738,22033.0,,,,
-1016526,Marcus,Roberts,LSU,313.0,72.0,60.0,2015,DL,Baton Rouge,LA,USA,30.4459596,-91.18738,22033.0,,,,
-1016525,Ethan,Pocic,LSU,302.0,79.0,77.0,2015,C,Lemont,IL,USA,41.6737149,-88.0016263,17031.0,['145659'],145659.0,4.0,0.9744
-1016524,M.J.,Patterson,LSU,225.0,76.0,56.0,2015,LB,Winnfield,LA,USA,31.928273,-92.63905622689076,22127.0,['146077'],146077.0,3.0,0.8728
-1016523,Chidi,Okeke,LSU,312.0,78.0,68.0,2015,OL,Anambra,,Nigeria,,,,['138418'],138418.0,4.0,0.9521
-1016521,K.J.,Malone,LSU,303.0,76.0,63.0,2015,G,Ruston,LA,USA,32.5232053,-92.637927,22061.0,,,,
-1016520,T.J.,Lemoine,LSU,173.0,70.0,25.0,2015,DB,Monroe,LA,USA,32.5093109,-92.1193012,22073.0,,,,
-1016519,Leyton,Lavigne,LSU,173.0,71.0,32.0,2015,DB,Ponchatoula,LA,USA,30.4388041,-90.4414762,22105.0,,,,
-1016518,Ronnie,Lamarque,LSU,227.0,74.0,48.0,2015,FB,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,,,,
-1016517,Trey,LaForge,LSU,211.0,78.0,2.0,2015,QB,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,,,,
-1016515,Jordan,Harper,LSU,228.0,75.0,59.0,2015,DE,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,,,,
-1016513,Andy,Dodd,LSU,318.0,76.0,72.0,2015,C,Lindale,GA,USA,34.194346,-85.17765061746866,13115.0,['145936'],145936.0,4.0,0.8918
-1016512,Hunter,Burns,LSU,225.0,72.0,58.0,2015,LB,Wilmer,AL,USA,30.823243,-88.3614002,1097.0,,,,
-1016511,Josh,Boutte,LSU,346.0,77.0,76.0,2015,G,New Iberia,LA,USA,30.0035365,-91.8187285,22045.0,['145749'],145749.0,4.0,0.9346
-1016509,John,Ballis,LSU,224.0,73.0,59.0,2015,LS,Houston,TX,USA,29.7589382,-95.3676974,48201.0,,,,
-1016506,Toby,Weathersby,LSU,308.0,78.0,66.0,2015,OT,Houston,TX,USA,29.7589382,-95.3676974,48201.0,['138417'],138417.0,4.0,0.9522
-1016499,Caleb,Lewis,LSU,223.0,76.0,8.0,2015,QB,Lakeland,FL,USA,28.0394654,-81.9498042,12105.0,,,,
-1016495,Reshaud,Henry,LSU,191.0,69.0,25.0,2015,RB,Ponchatoula,LA,USA,30.4388041,-90.4414762,22105.0,,,,
-1016494,Micah,Dickens,LSU,195.0,71.0,13.0,2015,WR,Dry Prong,LA,USA,31.5812854,-92.5329202,13213.0,,,,
-1016486,Jibrail,Abdul-Aziz,LSU,298.0,74.0,58.0,2015,OL,Baton Rouge,LA,USA,30.4459596,-91.18738,22033.0,,,,
-1016478,Turner,Simmers,LSU,304.0,78.0,69.0,2015,OL,Prairieville,LA,USA,30.3029721,-90.9720451,1065.0,,,,
-1016475,Tiger,Scheyd,LSU,191.0,73.0,16.0,2015,WR,Miramar Beach,FL,USA,30.374367,-86.3585578,12131.0,,,,
-1016470,Michael,Ostrom,LSU,188.0,72.0,30.0,2015,WR,Baton Rouge,LA,USA,30.4459596,-91.18738,22033.0,,,,
-1016465,Justin,Mikush,LSU,290.0,76.0,62.0,2015,OL,Tomball,TX,USA,30.0971621,-95.6160549,48201.0,,,,
-1016462,Rory,Luke,LSU,273.0,76.0,54.0,2015,OL,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0,,,,
-1016149,Zach,West,Kentucky,305.0,76.0,75.0,2015,G,Richmond,KY,USA,37.7478572,-84.2946539,21151.0,,,,
-1016148,Jared,Tucker,Kentucky,175.0,71.0,23.0,2015,CB,Stone Mountain,GA,USA,33.8080924,-84.1706273,13089.0,['142655'],142655.0,3.0,0.8511
-1016146,Jordan,Swindle,Kentucky,309.0,79.0,70.0,2015,OT,St. Johns,FL,USA,27.3027501,-80.4026589,12111.0,['150505'],150505.0,3.0,0.815
-1016145,Max,Strong,Kentucky,181.0,71.0,44.0,2015,PK,Louisville,KY,USA,38.2542376,-85.759407,21111.0,,,,
-1016144,Thaddeus,Snodgrass,Kentucky,190.0,73.0,10.0,2015,WR,Springfield,OH,USA,39.9242266,-83.8088172,39023.0,['142131'],142131.0,4.0,0.8956
-1016143,Nick,Richardson,Kentucky,285.0,76.0,78.0,2015,OT,Westerville,OH,USA,40.126139,-82.9295287,39049.0,,,,
-1016142,Cody,Quinn,Kentucky,180.0,70.0,16.0,2015,CB,Middletown,OH,USA,39.5150576,-84.3982763,39017.0,['150145'],150145.0,3.0,0.8383
-1016141,Javon,Provitt,Kentucky,305.0,75.0,,2015,DT,Warren,OH,USA,41.237557,-80.818417,39155.0,,,,
-1016140,Regie,Meant,Kentucky,302.0,76.0,96.0,2015,DT,Cape Coral,FL,USA,26.6059432,-81.9806771,12071.0,['147003'],147003.0,3.0,0.8206
-1016139,Kelly,Mason,Kentucky,235.0,75.0,59.0,2015,LS,Rockton,IL,USA,42.4525157,-89.0723317,17201.0,,,,
-1016138,William,Mahone,Kentucky,190.0,69.0,32.0,2015,RB,Cincinnati,OH,USA,39.1014537,-84.5124602,39061.0,,,,
-1016137,Darryl,Long,Kentucky,246.0,76.0,86.0,2015,TE,Westerville,OH,USA,40.126139,-82.9295287,39049.0,,,,
-1016136,Levon,Livingston,Kentucky,250.0,79.0,76.0,2015,OL,Washington,DC,USA,38.8949855,-77.0365708,11001.0,['139098'],139098.0,3.0,0.8567
-1016135,Melvin,Lewis,Kentucky,332.0,76.0,90.0,2015,DT,Compton,CA,USA,33.894927,-118.226624,6037.0,,,,
-1016134,Jarrett,LaRubbio,Kentucky,297.0,78.0,67.0,2015,OL,Middletown,OH,USA,39.5150576,-84.3982763,39017.0,,,,
-1016133,Will,Jackson,Kentucky,200.0,75.0,26.0,2015,DB,Washington,DC,USA,38.8949855,-77.0365708,11001.0,['141011'],141011.0,2.0,0.7711
-1016132,Farrington,Huguenin,Kentucky,282.0,76.0,91.0,2015,DE,Columbia,SC,USA,34.0007493,-81.0343313,45079.0,['153699'],153699.0,2.0,0.7889
-1016131,Jason,Hatcher,Kentucky,252.0,75.0,6.0,2015,DE,Louisville,KY,USA,38.2542376,-85.759407,21111.0,['145781'],145781.0,4.0,0.9252
-1016130,Therrell,Gosier,Kentucky,210.0,78.0,,2015,WR,Pompano Beach,FL,USA,26.2378597,-80.1247667,12011.0,,,,
-1016129,Cameron,Fogle,Kentucky,203.0,71.0,83.0,2015,WR,Hebron,KY,USA,39.0658928,-84.7010576,21015.0,,,,
-1016128,Ryan,Flannigan,Kentucky,225.0,74.0,33.0,2015,LB,Missouri City,TX,USA,29.6185669,-95.5377215,48157.0,['186447'],186447.0,,
-1016127,Rhomel,Fields,Kentucky,191.0,74.0,30.0,2015,S,Chicago,IL,USA,41.8755616,-87.6244212,17031.0,,,,
-1016126,Glenn,Faulkner,Kentucky,208.0,74.0,18.0,2015,S,East St. Louis,IL,USA,38.6244952,-90.1509429,17163.0,['152326'],152326.0,4.0,0.9125
-1016125,Zack,Blaylock,Kentucky,193.0,72.0,17.0,2015,S,Marietta,GA,USA,33.9528472,-84.5496148,13067.0,['149971'],149971.0,3.0,0.8478
-1016124,Daron,Blaylock,Kentucky,226.0,73.0,7.0,2015,LB,Marietta,GA,USA,33.9528472,-84.5496148,13067.0,['149895'],149895.0,3.0,0.8519
-1016121,Jon,Toth,Kentucky,310.0,77.0,72.0,2015,C,Indianapolis,IN,USA,39.7683331,-86.1583502,18097.0,['150124'],150124.0,3.0,0.8394
-1016120,Jervontius,Stallings,Kentucky,318.0,75.0,65.0,2015,C,Hoover,AL,USA,33.3848933,-86.8070484,1073.0,['143596'],143596.0,3.0,0.8026
-1016111,Zach,Myers,Kentucky,305.0,75.0,57.0,2015,C,Miamisburg,OH,USA,39.6428362,-84.2866083,39113.0,['150165'],150165.0,3.0,0.8364
-1016105,Tanner,Fink,Kentucky,251.0,74.0,49.0,2015,TE,Louisville,KY,USA,38.2542376,-85.759407,21111.0,,,,
-1016104,Will Thomas,Collins,Kentucky,241.0,71.0,48.0,2015,FB,Jackson,KY,USA,37.5534741,-83.3822604,21025.0,,,,
-1016096,Cole,Mosier,Kentucky,335.0,78.0,74.0,2015,OT,Walton,KY,USA,38.8756194,-84.6102213,21015.0,,,,
-1016095,Kyle,Meadows,Kentucky,300.0,77.0,73.0,2015,OT,West Chester,OH,USA,39.3303357,-84.408275,39017.0,['146166'],146166.0,3.0,0.8661
-1016092,Dylan,Greenberg,Kentucky,302.0,74.0,62.0,2015,G,Tucson,AZ,USA,32.2228765,-110.9748477,4019.0,,,,
-1016088,Logan,Blue,Kentucky,240.0,76.0,43.0,2015,LB,Owensboro,KY,USA,37.7742152,-87.1133304,21059.0,,,,
-1016087,David,Baumer,Kentucky,311.0,77.0,55.0,2015,G,Cincinnati,OH,USA,39.1014537,-84.5124602,39061.0,,,,
-1015791,Max,Williams,Kent State,270.0,72.0,72.0,2015,DL,Cleveland,OH,USA,41.5051613,-81.6934446,39035.0,,,,
-1015790,Colton,Whited,Kent State,185.0,73.0,35.0,2015,WR,Hudson,OH,USA,41.240056,-81.440667,39153.0,,,,
-1015789,DeVante',Strickland,Kent State,237.0,73.0,3.0,2015,LB,Columbus,OH,USA,39.9622601,-83.0007065,39049.0,,,,
-1015788,D'Andre,Smart,Kent State,157.0,71.0,17.0,2015,CB,Miami,FL,USA,25.7742658,-80.1936589,12086.0,['140826'],140826.0,2.0,0.7793
-1015787,Brandon,Reynolds,Kent State,,,80.0,2015,DL,,,USA,33.532005,131.3496745,,,,,
-1015786,Anthony,Pruitt,Kent State,300.0,74.0,66.0,2015,OL,Columbus,OH,USA,39.9622601,-83.0007065,39049.0,['154567'],154567.0,2.0,0.7333
-1015785,Clay,Miller,Kent State,275.0,76.0,52.0,2015,DL,Maple Heights,OH,USA,41.4153313,-81.565956,39035.0,,,,
-1015784,Sam,Kukura,Kent State,195.0,69.0,25.0,2015,RB,Kirtland,OH,USA,41.628937,-81.361499,39085.0,,,,
-1015783,Marquis,Jarman,Kent State,292.0,70.0,43.0,2015,DT,Hamilton,OH,USA,39.3995067,-84.5613428,39017.0,,,,
-1015781,Joseph,Green,Kent State,230.0,75.0,44.0,2015,TE,Washington,DC,USA,38.8949855,-77.0365708,11001.0,,,,
-1015780,Cameron,Gray,Kent State,210.0,72.0,33.0,2015,CB,Monroeville,PA,USA,40.4211798,-79.7881025,42003.0,,,,
-1015779,Anthony,Golden,Kent State,210.0,71.0,41.0,2015,RB,Lewis Center,OH,USA,40.1983958,-83.0101843,39041.0,,,,
-1015778,Tad,France,Kent State,285.0,76.0,57.0,2015,OL,Elyria,OH,USA,41.368251,-82.1065757,39093.0,['151594'],151594.0,2.0,0.7552
-1015777,Troy,Dipre,Kent State,195.0,71.0,31.0,2015,LB,Solon,OH,USA,41.3897764,-81.4412259,39035.0,['140105'],140105.0,3.0,0.8106
-1015776,Chad,Bushley,Kent State,231.0,73.0,98.0,2015,LS,Berea,OH,USA,41.3661614,-81.8543026,39035.0,,,,
-1015775,Nelson,Anu,Kent State,185.0,70.0,39.0,2015,DB,Columbus,OH,USA,39.9622601,-83.0007065,39049.0,,,,
-1015774,Jake,Witucki,Kent State,310.0,77.0,73.0,2015,OL,Natrona Heights,PA,USA,40.6232405,-79.7297287,42003.0,['150619'],150619.0,3.0,0.81
-1015773,Grant,Williams,Kent State,195.0,71.0,90.0,2015,LS,Sheffield,OH,USA,41.4211548,-82.096259,39093.0,,,,
-1015771,David,Smith,Kent State,304.0,76.0,77.0,2015,OL,Charleston,WV,USA,38.3505995,-81.6332812,54039.0,['141466'],141466.0,2.0,0.7583
-1015770,Wayne,Scott,Kent State,300.0,75.0,71.0,2015,OL,Daytona Beach,FL,USA,29.2108147,-81.0228331,12127.0,['148728'],148728.0,2.0,0.7333
-1015769,Reno,Reda,Kent State,300.0,78.0,55.0,2015,OL,Pataskala,OH,USA,39.9956193,-82.6743341,39089.0,['151506'],151506.0,2.0,0.7619
-1015768,Alex,Nielsen,Kent State,306.0,76.0,63.0,2015,OL,Amherst,OH,USA,41.3978217,-82.2223775,39093.0,['151540'],151540.0,2.0,0.7585
-1015766,Devin,Monroe,Kent State,177.0,70.0,81.0,2015,WR,Lebanon,OH,USA,39.4353373,-84.2029922,39165.0,,,,
-1015765,Brock,Macaulay,Kent State,290.0,78.0,74.0,2015,OL,Big Prarie,OH,USA,,,,,,,
